Zone,State,document_id,Location,product,category,,Thickness,Length,Width,Ecom Price / Sheet,Additional Price,New Price,GST (18%),Price with GST,id,product_id,price,sale_price,product_size,product_thickness,product_zone,sortby,type,shipmenttype,status,stateid,cdate
South,TN1,ylgwnbiuuig4fjfcdrbricuw,Coimbator,z6wzffguahht25ss4bsbsncy,da98xs9cbhzyivcd1tcxmj6f,,9,8,4,2320,100,2420,435.58,2855,97,2,2420,0,24401220,9,20,1,2,0,1,19,0000-00-00 00:00:00
South,TN1,ylgwnbiuuig4fjfcdrbricuw,Coimbator,z6wzffguahht25ss4bsbsncy,da98xs9cbhzyivcd1tcxmj6f,,12,8,4,2935,100,3035,546.28,3581,98,2,3035,0,24401220,12,20,1,2,0,1,19,0000-00-00 00:00:00
South,TN1,ylgwnbiuuig4fjfcdrbricuw,Coimbator,z6wzffguahht25ss4bsbsncy,da98xs9cbhzyivcd1tcxmj6f,,16,8,4,3723,100,3823,688.16,4511,99,2,3823,0,24401220,16,20,1,2,0,1,19,0000-00-00 00:00:00
South,TN1,ylgwnbiuuig4fjfcdrbricuw,Coimbator,z6wzffguahht25ss4bsbsncy,da98xs9cbhzyivcd1tcxmj6f,,19,8,4,4123,100,4223,760.18,4983,100,2,4223,0,24401220,19,20,1,2,0,1,19,0000-00-00 00:00:00
South,TN1,ylgwnbiuuig4fjfcdrbricuw,Madurai,z6wzffguahht25ss4bsbsncy,da98xs9cbhzyivcd1tcxmj6f,,6,8,4,1929,100,2029,365.17,2394,101,2,2029,0,24401220,6,21,1,2,0,1,19,0000-00-00 00:00:00
South,TN1,ylgwnbiuuig4fjfcdrbricuw,Madurai,z6wzffguahht25ss4bsbsncy,da98xs9cbhzyivcd1tcxmj6f,,9,8,4,2320,100,2420,435.58,2855,102,2,2420,0,24401220,9,21,1,2,0,1,19,0000-00-00 00:00:00
South,TN1,ylgwnbiuuig4fjfcdrbricuw,Madurai,z6wzffguahht25ss4bsbsncy,da98xs9cbhzyivcd1tcxmj6f,,12,8,4,2935,100,3035,546.28,3581,103,2,3035,0,24401220,12,21,1,2,0,1,19,0000-00-00 00:00:00
South,TN1,ylgwnbiuuig4fjfcdrbricuw,Madurai,z6wzffguahht25ss4bsbsncy,da98xs9cbhzyivcd1tcxmj6f,,16,8,4,3723,100,3823,688.16,4511,104,2,3823,0,24401220,16,21,1,2,0,1,19,0000-00-00 00:00:00
South,TN1,ylgwnbiuuig4fjfcdrbricuw,Madurai,z6wzffguahht25ss4bsbsncy,da98xs9cbhzyivcd1tcxmj6f,,19,8,4,4123,100,4223,760.18,4983,105,2,4223,0,24401220,19,21,1,2,0,1,19,0000-00-00 00:00:00
South,Karnataka,c37mostb25wv2y1gla7gk1ep,Banglore,z6wzffguahht25ss4bsbsncy,da98xs9cbhzyivcd1tcxmj6f,,6,8,4,1929,100,2029,365.17,2394,106,2,2029,0,24401220,6,22,1,2,0,1,22,0000-00-00 00:00:00
South,Karnataka,c37mostb25wv2y1gla7gk1ep,Banglore,z6wzffguahht25ss4bsbsncy,da98xs9cbhzyivcd1tcxmj6f,,9,8,4,2320,100,2420,435.58,2855,107,2,2420,0,24401220,9,22,1,2,0,1,22,0000-00-00 00:00:00
South,Karnataka,c37mostb25wv2y1gla7gk1ep,Banglore,z6wzffguahht25ss4bsbsncy,da98xs9cbhzyivcd1tcxmj6f,,12,8,4,2935,100,3035,546.28,3581,108,2,3035,0,24401220,12,22,1,2,0,1,22,0000-00-00 00:00:00
South,Karnataka,c37mostb25wv2y1gla7gk1ep,Banglore,z6wzffguahht25ss4bsbsncy,da98xs9cbhzyivcd1tcxmj6f,,16,8,4,3723,100,3823,688.16,4511,109,2,3823,0,24401220,16,22,1,2,0,1,22,0000-00-00 00:00:00
South,Karnataka,c37mostb25wv2y1gla7gk1ep,Banglore,z6wzffguahht25ss4bsbsncy,da98xs9cbhzyivcd1tcxmj6f,,19,8,4,4123,100,4223,760.18,4983,110,2,4223,0,24401220,19,22,1,2,0,1,22,0000-00-00 00:00:00
South,Karnataka,c37mostb25wv2y1gla7gk1ep,Hubli,z6wzffguahht25ss4bsbsncy,da98xs9cbhzyivcd1tcxmj6f,,6,8,4,1929,100,2029,365.17,2394,111,2,2029,0,24401220,6,23,1,2,0,1,22,0000-00-00 00:00:00
South,Karnataka,c37mostb25wv2y1gla7gk1ep,Hubli,z6wzffguahht25ss4bsbsncy,da98xs9cbhzyivcd1tcxmj6f,,9,8,4,2320,100,2420,435.58,2855,112,2,2420,0,24401220,9,23,1,2,0,1,22,0000-00-00 00:00:00
South,Karnataka,c37mostb25wv2y1gla7gk1ep,Hubli,z6wzffguahht25ss4bsbsncy,da98xs9cbhzyivcd1tcxmj6f,,12,8,4,2935,100,3035,546.28,3581,113,2,3035,0,24401220,12,23,1,2,0,1,22,0000-00-00 00:00:00
South,Karnataka,c37mostb25wv2y1gla7gk1ep,Hubli,z6wzffguahht25ss4bsbsncy,da98xs9cbhzyivcd1tcxmj6f,,16,8,4,3723,100,3823,688.16,4511,114,2,3823,0,24401220,16,23,1,2,0,1,22,0000-00-00 00:00:00
South,Karnataka,c37mostb25wv2y1gla7gk1ep,Hubli,z6wzffguahht25ss4bsbsncy,da98xs9cbhzyivcd1tcxmj6f,,19,8,4,4123,100,4223,760.18,4983,115,2,4223,0,24401220,19,23,1,2,0,1,22,0000-00-00 00:00:00
South,Telangana,v4q72ukaz5mnoibi04mig983,Hyderabad,z6wzffguahht25ss4bsbsncy,da98xs9cbhzyivcd1tcxmj6f,,6,8,4,1929,100,2029,365.17,2394,116,2,2029,0,24401220,6,24,1,2,0,1,24,0000-00-00 00:00:00
South,Telangana,v4q72ukaz5mnoibi04mig983,Hyderabad,z6wzffguahht25ss4bsbsncy,da98xs9cbhzyivcd1tcxmj6f,,9,8,4,2320,100,2420,435.58,2855,117,2,2420,0,24401220,9,24,1,2,0,1,24,0000-00-00 00:00:00
South,Telangana,v4q72ukaz5mnoibi04mig983,Hyderabad,z6wzffguahht25ss4bsbsncy,da98xs9cbhzyivcd1tcxmj6f,,12,8,4,2935,100,3035,546.28,3581,118,2,3035,0,24401220,12,24,1,2,0,1,24,0000-00-00 00:00:00
South,Telangana,v4q72ukaz5mnoibi04mig983,Hyderabad,z6wzffguahht25ss4bsbsncy,da98xs9cbhzyivcd1tcxmj6f,,16,8,4,3723,100,3823,688.16,4511,119,2,3823,0,24401220,16,24,1,2,0,1,24,0000-00-00 00:00:00
South,Telangana,v4q72ukaz5mnoibi04mig983,Hyderabad,z6wzffguahht25ss4bsbsncy,da98xs9cbhzyivcd1tcxmj6f,,19,8,4,4123,100,4223,760.18,4983,120,2,4223,0,24401220,19,24,1,2,0,1,24,0000-00-00 00:00:00
South,AP,rtxjsu6zyot2ayl9qb9h0i4h,Vijaywada,z6wzffguahht25ss4bsbsncy,da98xs9cbhzyivcd1tcxmj6f,,6,8,4,1929,100,2029,365.17,2394,121,2,2029,0,24401220,6,25,1,2,0,1,25,0000-00-00 00:00:00
South,AP,rtxjsu6zyot2ayl9qb9h0i4h,Vijaywada,z6wzffguahht25ss4bsbsncy,da98xs9cbhzyivcd1tcxmj6f,,9,8,4,2320,100,2420,435.58,2855,122,2,2420,0,24401220,9,25,1,2,0,1,25,0000-00-00 00:00:00
South,AP,rtxjsu6zyot2ayl9qb9h0i4h,Vijaywada,z6wzffguahht25ss4bsbsncy,da98xs9cbhzyivcd1tcxmj6f,,12,8,4,2935,100,3035,546.28,3581,123,2,3035,0,24401220,12,25,1,2,0,1,25,0000-00-00 00:00:00
South,AP,rtxjsu6zyot2ayl9qb9h0i4h,Vijaywada,z6wzffguahht25ss4bsbsncy,da98xs9cbhzyivcd1tcxmj6f,,16,8,4,3723,100,3823,688.16,4511,124,2,3823,0,24401220,16,25,1,2,0,1,25,0000-00-00 00:00:00
South,AP,rtxjsu6zyot2ayl9qb9h0i4h,Vijaywada,z6wzffguahht25ss4bsbsncy,da98xs9cbhzyivcd1tcxmj6f,,19,8,4,4123,100,4223,760.18,4983,125,2,4223,0,24401220,19,25,1,2,0,1,25,0000-00-00 00:00:00
South,Kerala,ij5h3gu68ws930k3h4rw5rhg,Kochi,z6wzffguahht25ss4bsbsncy,da98xs9cbhzyivcd1tcxmj6f,,6,8,4,1929,100,2029,365.17,2394,126,2,2029,0,24401220,6,26,1,2,0,1,26,0000-00-00 00:00:00
South,Kerala,ij5h3gu68ws930k3h4rw5rhg,Kochi,z6wzffguahht25ss4bsbsncy,da98xs9cbhzyivcd1tcxmj6f,,9,8,4,2320,100,2420,435.58,2855,127,2,2420,0,24401220,9,26,1,2,0,1,26,0000-00-00 00:00:00
South,Kerala,ij5h3gu68ws930k3h4rw5rhg,Kochi,z6wzffguahht25ss4bsbsncy,da98xs9cbhzyivcd1tcxmj6f,,12,8,4,2935,100,3035,546.28,3581,128,2,3035,0,24401220,12,26,1,2,0,1,26,0000-00-00 00:00:00
South,Kerala,ij5h3gu68ws930k3h4rw5rhg,Kochi,z6wzffguahht25ss4bsbsncy,da98xs9cbhzyivcd1tcxmj6f,,16,8,4,3723,100,3823,688.16,4511,129,2,3823,0,24401220,16,26,1,2,0,1,26,0000-00-00 00:00:00
South,Kerala,ij5h3gu68ws930k3h4rw5rhg,Kochi,z6wzffguahht25ss4bsbsncy,da98xs9cbhzyivcd1tcxmj6f,,19,8,4,4123,100,4223,760.18,4983,130,2,4223,0,24401220,19,26,1,2,0,1,26,0000-00-00 00:00:00
